"endyear","unitid","instname","state","sector","ugftfresh","ugftfreshwh","ugftfreshbl","ugftfreshhi","ugftfreshap","ugftfreshas","ugftfreshnh","ugftfreshna","ugftfreshmr","ugftfreshun","ugftfreshal","ugftfreshwh_pct","ugftfreshbl_pct","ugftfreshhi_pct","ugftfreshap_pct","ugftfreshas_pct","ugftfreshnh_pct","ugftfreshna_pct","ugftfreshmr_pct","ugftfreshun_pct","ugftfreshal_pct","ugptfresh","ugptfreshwh","ugptfreshbl","ugptfreshhi","ugptfreshap","ugptfreshas","ugptfreshnh","ugptfreshna","ugptfreshmr","ugptfreshun","ugptfreshal","ugptfreshwh_pct","ugptfreshbl_pct","ugptfreshhi_pct","ugptfreshap_pct","ugptfreshas_pct","ugptfreshnh_pct","ugptfreshna_pct","ugptfreshmr_pct","ugptfreshun_pct","ugptfreshal_pct","ugftptfresh","ugftptfreshwh","ugftptfreshbl","ugftptfreshhi","ugftptfreshap","ugftptfreshas","ugftptfreshnh","ugftptfreshna","ugftptfreshmr","ugftptfreshun","ugftptfreshal","ugftptfreshwh_pct","ugftptfreshbl_pct","ugftptfreshhi_pct","ugftptfreshap_pct","ugftptfreshas_pct","ugftptfreshnh_pct","ugftptfreshna_pct","ugftptfreshmr_pct","ugftptfreshun_pct","ugftptfreshal_pct","ugft","ugftwh","ugftbl","ugfthi","ugftap","ugftas","ugftnh","ugftna","ugftmr","ugftun","ugftal","ugftwh_pct","ugftbl_pct","ugfthi_pct","ugftap_pct","ugftas_pct","ugftnh_pct","ugftna_pct","ugftmr_pct","ugftun_pct","ugftal_pct","ugpt","ugptwh","ugptbl","ugpthi","ugptap","ugptas","ugptnh","ugptna","ugptmr","ugptun","ugptal","ugptwh_pct","ugptbl_pct","ugpthi_pct","ugptap_pct","ugptas_pct","ugptnh_pct","ugptna_pct","ugptmr_pct","ugptun_pct","ugptal_pct","ugftpt","ugftptwh","ugftptbl","ugftpthi","ugftptap","ugftptas","ugftptnh","ugftptna","ugftptmr","ugftptun","ugftptal","ugftptwh_pct","ugftptbl_pct","ugftpthi_pct","ugftptap_pct","ugftptas_pct","ugftptnh_pct","ugftptna_pct","ugftptmr_pct","ugftptun_pct","ugftptal_pct","state_pop_1824","pop4_white_nh_1824","pop4_black_nh_1824","pop4_api_nh_1824","pop4_aina_nh_1824","pop4_hispanic_1824","pop4_white_nh_1824_pct","pop4_black_nh_1824_pct","pop4_api_nh_1824_pct","pop4_aina_nh_1824_pct","pop4_hispanic_1824_pct","cntypop4_total_1824","cntypop4_white_nh_1824","cntypop4_black_nh_1824","cntypop4_api_nh_1824","cntypop4_aina_nh_1824","cntypop4_hispanic_1824","cntypop4_white_nh_1824_pct","cntypop4_black_nh_1824_pct","cntypop4_api_nh_1824_pct","cntypop4_aina_nh_1824_pct","cntypop4_hispanic_1824_pct"
1993,127158,"emily griffith opportunity school","CO","pub-2yr",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2487,1268,492,519,166,0,0,34,0,0,8,0.509851226377161,0.197828709288299,0.208685162846803,0.0667470848411741,0,0,0.0136710896662646,0,0,0.00321672698029755,4942,3007,655,1095,100,0,0,74,0,27,11,0.608458114123837,0.132537434237151,0.221570214488062,0.0202347227842979,0,0,0.0149736948603804,0,0.00546337515176042,0.00222581950627276,7429,4275,1147,1614,266,0,0,108,0,27,19,0.575447570332481,0.154394938753533,0.217256696729035,0.0358056265984655,0,0,0.0145376228294521,0,0.00363440570736304,0.00255754475703325,340195,253607,16578,8726,3136,58148,0.745475389115066,0.048730874939373,0.0256499948558915,0.00921824247857846,0.170925498611091,,,,,,,,,,,
1994,127158,"emily griffith opportunity school","CO","pub-2yr",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3701,2150,581,775,125,0,0,61,0,28,9,0.580924074574439,0.156984598757093,0.209402864090786,0.0337746554985139,0,0,0.0164820318832748,0,0.00756552283166712,0.002431775195893,2753,1876,297,486,41,0,0,52,0,45,1,0.681438430802761,0.107882310207047,0.176534689429713,0.0148928441699964,0,0,0.0188884852887759,0,0.0163458045768253,0.000363240101707228,6454,4026,878,1261,166,0,0,113,0,73,10,0.62379919429811,0.13603966532383,0.195382708397893,0.0257204834211342,0,0,0.0175085218469166,0,0.0113108149984506,0.00154942671211652,348496,256998,16566,9531,3280,62121,0.737448923373582,0.0475356962490244,0.0273489509205271,0.00941187273311602,0.17825455672375,,,,,,,,,,,
1995,127158,"emily griffith opportunity school","CO","pub-2yr",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3659,2035,647,803,106,0,0,56,0,1,11,0.556162886034436,0.176824268925936,0.219458868543318,0.0289696638425799,0,0,0.0153047280677781,0,0.000273298715496037,0.00300628587045641,2465,1595,255,447,43,0,0,43,0,78,4,0.647058823529412,0.103448275862069,0.181338742393509,0.0174442190669371,0,0,0.0174442190669371,0,0.0316430020283976,0.00162271805273834,6124,3630,902,1250,149,0,0,99,0,79,15,0.592749836708034,0.147289353363814,0.204114957544089,0.0243305029392554,0,0,0.0161659046374918,0,0.0129000653167864,0.00244937949052907,354907,259011,16653,10052,3401,65790,0.729799637651554,0.0469221514368553,0.0283229127630619,0.00958279211173631,0.185372506036793,,,,,,,,,,,
1996,127158,"emily griffith opportunity school","CO","pub-2yr",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3400,1836,594,759,124,0,0,54,0,13,20,0.54,0.174705882352941,0.223235294117647,0.0364705882352941,0,0,0.0158823529411765,0,0.00382352941176471,0.00588235294117647,2497,1704,212,498,46,0,0,32,0,1,4,0.68241890268322,0.0849018822587105,0.199439327192631,0.0184221065278334,0,0,0.012815378454145,0,0.00040048057669203,0.00160192230676812,5897,3540,806,1257,170,0,0,86,0,14,24,0.600305239952518,0.136679667627607,0.213159233508564,0.0288282177378328,0,0,0.0145836866203154,0,0.00237408851958623,0.00406986603357639,361516,260814,16514,10524,3504,70160,0.721445247236637,0.0456798592593412,0.0291107447526527,0.00969251706701778,0.194071631684351,,,,,,,,,,,
1997,127158,"emily griffith opportunity school","CO","pub-2yr",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3126,1708,543,686,111,0,0,49,0,11,18,0.54638515674984,0.173704414587332,0.219449776071657,0.0355086372360845,0,0,0.0156749840051184,0,0.00351887396033269,0.00575815738963532,2820,2018,217,507,45,0,0,28,0,1,4,0.715602836879433,0.0769503546099291,0.179787234042553,0.0159574468085106,0,0,0.0099290780141844,0,0.000354609929078014,0.00141843971631206,5946,3726,760,1193,156,0,0,77,0,12,22,0.626639757820384,0.127817019845274,0.200639085099226,0.0262361251261352,0,0,0.0129498822737975,0,0.00201816347124117,0.00369996636394215,366755,260042,16639,10954,3614,75506,0.70903464165451,0.0453681613065943,0.0298673501383758,0.00985398972065821,0.205875857179861,,,,,,,,,,,
1998,127158,"emily griffith opportunity school","CO","pub-2yr",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1606,832,302,350,83,0,0,27,0,2,10,0.518057285180573,0.188044831880448,0.217932752179328,0.051681195516812,0,0,0.0168119551681196,0,0.0012453300124533,0.0062266500622665,4755,3271,439,860,81,0,0,74,0,4,26,0.687907465825447,0.0923238696109359,0.180862250262881,0.0170347003154574,0,0,0.0155625657202944,0,0.000841219768664564,0.00546792849631966,6361,4103,741,1210,164,0,0,101,0,6,36,0.645024367237856,0.116491117748782,0.190221663260494,0.0257821097311743,0,0,0.0158780066027354,0,0.000943247916994183,0.0056594875019651,378107,264498,16742,11192,3685,81990,0.699532143017717,0.0442784714379792,0.0296000867479311,0.00974591848339227,0.21684338031298,,,,,,,,,,,
1999,127158,"emily griffith opportunity school","CO","pub-2yr",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2281,1314,324,458,88,0,0,31,0,56,10,0.57606313020605,0.142042963612451,0.200789127575625,0.0385795703638755,0,0,0.0135905304690925,0,0.0245506356861026,0.00438404208680403,4016,2536,388,793,88,0,0,51,0,123,37,0.631474103585657,0.0966135458167331,0.19746015936255,0.0219123505976096,0,0,0.012699203187251,0,0.0306274900398406,0.00921314741035857,6297,3850,712,1251,176,0,0,82,0,179,47,0.611402255042084,0.113069715737653,0.198666031443545,0.0279498173733524,0,0,0.0130220740034937,0,0.0284262347149436,0.00746387168492933,395086,273104,17355,11803,3920,88904,0.691252031203333,0.0439271449760305,0.0298745083348942,0.00992189042385708,0.225024425061885,,,,,,,,,,,
2000,127158,"emily griffith opportunity school","CO","pub-2yr",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1548,831,237,387,42,0,0,28,0,11,12,0.536821705426357,0.153100775193798,0.25,0.0271317829457364,0,0,0.0180878552971576,0,0.00710594315245478,0.00775193798449612,4769,3030,386,1019,113,0,0,73,0,87,61,0.635353323547914,0.0809394002935626,0.213671629272384,0.0236946949045922,0,0,0.0153071922834976,0,0.0182428182008807,0.0127909414971692,6317,3861,623,1406,155,0,0,101,0,98,73,0.6112078518284,0.098622763970239,0.222574006648726,0.0245369637486148,0,0,0.0159886021845813,0,0.0155136932088016,0.011556118410638,415381,284539,17881,12239,4007,96715,0.685007258396508,0.0430472265221568,0.0294645157096738,0.00964656544232885,0.232834433929332,,,,,,,,,,,
2001,127158,"emily griffith opportunity school","CO","pub-lt-2yr",626,352,74,168,6,0,0,13,0,7,6,0.562300319488818,0.118210862619808,0.268370607028754,0.00958466453674121,0,0,0.0207667731629393,0,0.0111821086261981,0.00958466453674121,2536,1262,279,685,103,0,0,33,0,50,124,0.497634069400631,0.110015772870662,0.270110410094637,0.040615141955836,0,0,0.01301261829653,0,0.0197160883280757,0.0488958990536278,3162,1614,353,853,109,0,0,46,0,57,130,0.510436432637571,0.111638203668564,0.269765970904491,0.034471853257432,0,0,0.0145477545857052,0,0.0180265654648956,0.0411132194813409,912,497,137,231,12,0,0,19,0,9,7,0.544956140350877,0.150219298245614,0.253289473684211,0.0131578947368421,0,0,0.0208333333333333,0,0.00986842105263158,0.00767543859649123,6465,3613,584,1703,251,0,0,56,0,93,165,0.558855375096674,0.0903325599381284,0.263418406805878,0.0388244392884764,0,0,0.00866202629543697,0,0.014385150812065,0.0255220417633411,7377,4110,721,1934,263,0,0,75,0,102,172,0.557137047580317,0.0977362071302698,0.262166192219059,0.0356513487867697,0,0,0.0101667344448963,0,0.013826758845059,0.0233157109936288,433665,294194,18770,13155,4283,103263,0.678390001498853,0.0432822570417258,0.0303344747673896,0.0098762869957225,0.238116979696309,,,,,,,,,,,
2002,127158,"emily griffith opportunity school","CO","pub-lt-2yr",1104,587,217,248,27,0,0,15,0,0,10,0.531702898550725,0.196557971014493,0.22463768115942,0.0244565217391304,0,0,0.0135869565217391,0,0,0.00905797101449275,5123,3182,458,1238,114,0,0,88,0,8,35,0.621120437243803,0.0894007417528792,0.241655280109311,0.0222525863751708,0,0,0.0171774350966231,0,0.00156158500878392,0.00683193441342963,6227,3769,675,1486,141,0,0,103,0,8,45,0.605267383973021,0.108398907981371,0.238638188533804,0.0226433274449976,0,0,0.0165408704030833,0,0.00128472779829774,0.00722659386542476,1921,1005,384,435,56,0,0,27,0,1,13,0.523165018219677,0.199895887558563,0.226444560124935,0.0291514836022905,0,0,0.0140551795939615,0,0.000520562207183758,0.00676730869338886,9922,6426,802,2284,183,0,0,150,0,13,64,0.647651683128401,0.0808304777262649,0.230195525095747,0.0184438621245717,0,0,0.0151179197742391,0,0.00131021971376739,0.00645031243700867,11843,7431,1186,2719,239,0,0,177,0,14,77,0.627459258633792,0.100143544709955,0.229587097863717,0.0201806974584143,0,0,0.0149455374482817,0,0.00118213290551381,0.00650173098032593,453712,307492,19964,13873,4488,107895,0.677725076700638,0.0440014811157739,0.0305766653736291,0.00989173748986141,0.237805039320097,,,,,,,,,,,
2003,127158,"emily griffith opportunity school","CO","pub-2yr",2028,1057,341,498,54,0,0,46,0,3,29,0.52120315581854,0.168145956607495,0.245562130177515,0.0266272189349112,0,0,0.0226824457593688,0,0.0014792899408284,0.0142998027613412,4613,2117,470,1400,269,0,0,64,0,10,283,0.458920442228485,0.101885974420117,0.303490136570561,0.0583134619553436,0,0,0.0138738348146542,0,0.00216778668978972,0.0613483633210492,6641,3174,811,1898,323,0,0,110,0,13,312,0.477940069266677,0.122120162626111,0.28580033127541,0.0486372534256889,0,0,0.0165637705164885,0,0.001957536515585,0.0469808763740401,4323,2497,584,1010,95,0,0,80,0,7,50,0.577608142493639,0.135091371732593,0.233634050427944,0.0219754799907472,0,0,0.0185056673606292,0,0.00161924589405505,0.0115660421003932,8804,4620,782,2451,410,0,0,123,0,15,403,0.524761472058155,0.0888232621535666,0.27839618355293,0.046569741026806,0,0,0.0139709223080418,0,0.00170377101317583,0.0457746478873239,13127,7117,1366,3461,505,0,0,203,0,22,453,0.542165003428049,0.104060333663442,0.263655062085777,0.038470328330921,0,0,0.0154643102003504,0,0.00167593509560448,0.0345090271958559,464101,314155,20551,14437,4591,110367,0.676910844837654,0.0442813094563468,0.0311074529035706,0.00989224328325084,0.237808149519178,,,,,,,,,,,
2004,127158,"emily griffith opportunity school","CO","pub-2yr",944,582,106,193,20,0,0,18,0,1,24,0.616525423728814,0.11228813559322,0.204449152542373,0.0211864406779661,0,0,0.0190677966101695,0,0.00105932203389831,0.0254237288135593,1126,620,136,280,34,0,0,16,0,0,40,0.550621669626998,0.120781527531083,0.24866785079929,0.0301953818827709,0,0,0.0142095914742451,0,0,0.0355239786856128,2070,1202,242,473,54,0,0,34,0,1,64,0.580676328502415,0.116908212560386,0.228502415458937,0.0260869565217391,0,0,0.0164251207729469,0,0.000483091787439614,0.0309178743961353,3253,1898,275,792,91,0,0,55,0,1,141,0.583461420227482,0.0845373501383338,0.243467568398401,0.0279741776821396,0,0,0.0169074700276668,0,0.000307408545957578,0.0433446049800184,3391,1712,385,864,85,0,0,41,0,3,301,0.504865821291654,0.113535830138602,0.254792096726629,0.0250663521085226,0,0,0.0120908286641109,0,0.000884694780300796,0.0887643762901799,6644,3610,660,1656,176,0,0,96,0,4,442,0.543347381095725,0.0993377483443709,0.249247441300421,0.0264900662251656,0,0,0.0144491270319085,0,0.000602046959662854,0.0665261890427453,466666,316100,20270,14537,4581,111178,0.677358110511586,0.0434357763368233,0.0311507587867983,0.00981644259491799,0.238238911769874,,,,,,,,,,,
2005,127158,"emily griffith opportunity school","CO","pub-lt-2yr",348,224,27,84,5,0,0,5,0,3,0,0.64367816091954,0.0775862068965517,0.241379310344828,0.014367816091954,0,0,0.014367816091954,0,0.00862068965517241,0,1405,855,122,353,35,0,0,27,0,13,0,0.608540925266904,0.0868327402135231,0.251245551601423,0.0249110320284698,0,0,0.0192170818505338,0,0.00925266903914591,0,1753,1079,149,437,40,0,0,32,0,16,0,0.615516257843697,0.0849971477467199,0.249286936679977,0.0228180262407302,0,0,0.0182544209925841,0,0.00912721049629207,0,1162,796,72,257,19,0,0,12,0,6,0,0.685025817555938,0.0619621342512909,0.221170395869191,0.0163511187607573,0,0,0.0103270223752151,0,0.00516351118760757,0,3925,2403,316,1028,80,0,0,59,0,39,0,0.612229299363057,0.0805095541401274,0.261910828025478,0.0203821656050955,0,0,0.015031847133758,0,0.00993630573248408,0,5087,3199,388,1285,99,0,0,71,0,45,0,0.628857873009632,0.0762728523687832,0.252604678592491,0.0194613721250246,0,0,0.0139571456654217,0,0.00884607823864753,0,471390,319520,21126,14604,4678,111462,0.677825155391502,0.0448163940686056,0.0309807166040858,0.00992384225376016,0.236453891682047,,,,,,,,,,,
2006,127158,"emily griffith opportunity school","CO","pub-2yr",813,571,36,174,15,0,0,15,0,2,0,0.702337023370234,0.044280442804428,0.214022140221402,0.018450184501845,0,0,0.018450184501845,0,0.002460024600246,0,1288,847,88,290,24,0,0,24,0,13,2,0.657608695652174,0.0683229813664596,0.225155279503106,0.0186335403726708,0,0,0.0186335403726708,0,0.0100931677018634,0.0015527950310559,2101,1418,124,464,39,0,0,39,0,15,2,0.674916706330319,0.0590195145168967,0.220847215611614,0.0185625892432175,0,0,0.0185625892432175,0,0.00713945740123751,0.000951927653498334,1269,817,87,310,26,0,0,21,0,7,1,0.64381402679275,0.0685579196217494,0.244286840031521,0.020488573680063,0,0,0.016548463356974,0,0.00551615445232467,0.000788022064617809,2923,1821,260,658,57,0,0,50,0,75,2,0.622990078686281,0.0889497092028738,0.225111187136504,0.0195005131713992,0,0,0.017105713308245,0,0.0256585699623674,0.000684228532329798,4192,2638,347,968,83,0,0,71,0,82,3,0.629293893129771,0.0827767175572519,0.230916030534351,0.0197996183206107,0,0,0.0169370229007634,0,0.0195610687022901,0.000715648854961832,472661,320120,21357,14756,4730,111698,0.677271871383507,0.0451846037646432,0.0312189920471543,0.0100071721593277,0.236317360645367,,,,,,,,,,,
2007,127158,"emily griffith opportunity school","CO","pub-lt-2yr",226,102,22,64,1,0,0,5,0,17,15,0.451327433628319,0.0973451327433628,0.283185840707965,0.00442477876106195,0,0,0.0221238938053097,0,0.0752212389380531,0.0663716814159292,719,450,55,154,19,0,0,9,0,12,20,0.62586926286509,0.0764951321279555,0.214186369958275,0.0264255910987483,0,0,0.0125173852573018,0,0.0166898470097357,0.0278164116828929,945,552,77,218,20,0,0,14,0,29,35,0.584126984126984,0.0814814814814815,0.230687830687831,0.0211640211640212,0,0,0.0148148148148148,0,0.0306878306878307,0.037037037037037,556,230,88,141,17,0,0,9,0,29,42,0.413669064748201,0.158273381294964,0.253597122302158,0.0305755395683453,0,0,0.0161870503597122,0,0.052158273381295,0.0755395683453237,2880,1583,306,700,65,0,0,38,0,73,115,0.549652777777778,0.10625,0.243055555555556,0.0225694444444444,0,0,0.0131944444444444,0,0.0253472222222222,0.0399305555555556,3436,1813,394,841,82,0,0,47,0,102,157,0.527648428405122,0.114668218859139,0.244761350407451,0.0238649592549476,0,0,0.0136786961583236,0,0.029685681024447,0.0456926658905704,477387,322827,22036,15140,4832,112552,0.67623751798855,0.0461596147360527,0.0317143114496205,0.0101217670359687,0.235766788789808,,,,,,,,,,,
2008,127158,"emily griffith opportunity school","CO","pub-lt-2yr",120,51,22,38,4,0,0,1,0,4,0,0.425,0.183333333333333,0.316666666666667,0.0333333333333333,0,0,0.00833333333333333,0,0.0333333333333333,0,788,487,52,160,15,0,0,16,0,52,6,0.618020304568528,0.065989847715736,0.203045685279188,0.0190355329949239,0,0,0.0203045685279188,0,0.065989847715736,0.00761421319796954,908,538,74,198,19,0,0,17,0,56,6,0.592511013215859,0.0814977973568282,0.218061674008811,0.0209251101321586,0,0,0.0187224669603524,0,0.0616740088105727,0.0066079295154185,370,155,55,120,21,0,0,3,0,13,3,0.418918918918919,0.148648648648649,0.324324324324324,0.0567567567567568,0,0,0.00810810810810811,0,0.0351351351351351,0.00810810810810811,2601,1610,190,585,45,0,0,47,0,97,27,0.618992695117263,0.0730488273740869,0.224913494809689,0.0173010380622837,0,0,0.0180699730872741,0,0.0372933487120338,0.0103806228373702,2971,1765,245,705,66,0,0,50,0,110,30,0.59407606866375,0.0824638168966678,0.237293840457758,0.0222147425109391,0,0,0.0168293503870751,0,0.0370245708515651,0.010097610232245,475931,320994,22068,15124,4800,112945,0.674454910480721,0.0463680659591411,0.0317777156772725,0.0100854955865451,0.23731381229632,,,,,,,,,,,
2009,127158,"emily griffith opportunity school","CO","pub-lt-2yr",165,57,23,55,4,0,0,5,0,13,8,0.345454545454545,0.139393939393939,0.333333333333333,0.0242424242424242,0,0,0.0303030303030303,0,0.0787878787878788,0.0484848484848485,521,266,61,122,12,0,0,11,0,34,15,0.510556621880998,0.117082533589251,0.234165067178503,0.0230326295585413,0,0,0.0211132437619962,0,0.0652591170825336,0.0287907869481766,686,323,84,177,16,0,0,16,0,47,23,0.470845481049563,0.122448979591837,0.25801749271137,0.0233236151603499,0,0,0.0233236151603499,0,0.0685131195335277,0.0335276967930029,389,131,58,130,11,0,0,9,0,29,21,0.336760925449871,0.149100257069409,0.334190231362468,0.0282776349614396,0,0,0.0231362467866324,0,0.0745501285347044,0.0539845758354756,2175,1238,196,448,44,0,0,32,0,141,76,0.569195402298851,0.0901149425287356,0.205977011494253,0.0202298850574713,0,0,0.0147126436781609,0,0.0648275862068965,0.0349425287356322,2564,1369,254,578,55,0,0,41,0,170,97,0.53393135725429,0.0990639625585023,0.225429017160686,0.0214508580343214,0,0,0.015990639625585,0,0.0663026521060842,0.0378315132605304,481504,323033,22692,15587,4885,115307,0.670883315611085,0.0471273343523626,0.0323714860105004,0.0101452947431382,0.239472569282914,,,,,,,,,,,
2010,127158,"emily griffith opportunity school","CO","pub-lt-2yr",217,62,30,66,6,0,0,5,0,37,11,0.285714285714286,0.138248847926267,0.304147465437788,0.0276497695852535,0,0,0.0230414746543779,0,0.170506912442396,0.0506912442396313,429,141,53,70,12,0,0,6,0,122,25,0.328671328671329,0.123543123543124,0.163170163170163,0.027972027972028,0,0,0.013986013986014,0,0.284382284382284,0.0582750582750583,646,203,83,136,18,0,0,11,0,159,36,0.314241486068111,0.128482972136223,0.210526315789474,0.0278637770897833,0,0,0.0170278637770898,0,0.246130030959752,0.0557275541795666,449,153,74,126,10,0,0,13,0,57,16,0.34075723830735,0.164810690423163,0.280623608017817,0.022271714922049,0,0,0.0289532293986637,0,0.126948775055679,0.0356347438752784,1781,843,179,356,54,0,0,28,0,249,72,0.473329590117911,0.100505334081976,0.199887703537339,0.0303200449185851,0,0,0.0157215047725997,0,0.139809096013476,0.0404267265581134,2230,996,253,482,64,0,0,41,0,306,88,0.446636771300448,0.113452914798206,0.216143497757848,0.0286995515695067,0,0,0.0183856502242152,0,0.137219730941704,0.0394618834080717,485310,323564,23474,15835,4861,117576,0.666716119593662,0.0483690836784736,0.0326286291236529,0.0100162782551359,0.242269889349076,,,,,,,,,,,
2011,127158,"emily griffith technical college","CO","pub-lt-2yr",172,47,10,56,2,2,0,1,3,17,36,0.273255813953488,0.0581395348837209,0.325581395348837,0.0116279069767442,0.0116279069767442,0,0.00581395348837209,0.0174418604651163,0.0988372093023256,0.209302325581395,515,206,33,137,5,5,0,7,9,60,58,0.4,0.0640776699029126,0.266019417475728,0.00970873786407767,0.00970873786407767,0,0.0135922330097087,0.0174757281553398,0.116504854368932,0.112621359223301,687,253,43,193,7,7,0,8,12,77,94,0.368267831149927,0.0625909752547307,0.280931586608443,0.0101892285298399,0.0101892285298399,0,0.0116448326055313,0.0174672489082969,0.112081513828239,0.136826783114993,364,105,30,91,3,3,0,4,6,71,54,0.288461538461538,0.0824175824175824,0.25,0.00824175824175824,0.00824175824175824,0,0.010989010989011,0.0164835164835165,0.195054945054945,0.148351648351648,2056,860,103,394,44,44,0,18,16,379,242,0.418287937743191,0.0500972762645914,0.191634241245136,0.0214007782101167,0.0214007782101167,0,0.00875486381322957,0.00778210116731518,0.184338521400778,0.117704280155642,2420,965,133,485,47,47,0,22,22,450,296,0.398760330578512,0.0549586776859504,0.200413223140496,0.0194214876033058,0.0194214876033058,0,0.00909090909090909,0.00909090909090909,0.18595041322314,0.122314049586777,491061,323918,24730,16472,4818,121123,0.659628844481643,0.0503603421978125,0.0335436941642688,0.00981140835863569,0.24665571079764,,,,,,,,,,,
2012,127158,"emily griffith technical college","CO","pub-lt-2yr",133,48,9,57,2,2,0,1,10,5,1,0.360902255639098,0.0676691729323308,0.428571428571429,0.0150375939849624,0.0150375939849624,0,0.0075187969924812,0.075187969924812,0.037593984962406,0.0075187969924812,381,93,47,107,10,9,1,8,13,98,5,0.244094488188976,0.123359580052493,0.280839895013123,0.026246719160105,0.0236220472440945,0.0026246719160105,0.020997375328084,0.0341207349081365,0.257217847769029,0.0131233595800525,514,141,56,164,12,11,1,9,23,103,6,0.27431906614786,0.108949416342412,0.319066147859922,0.0233463035019455,0.0214007782101167,0.00194552529182879,0.0175097276264591,0.0447470817120623,0.200389105058366,0.0116731517509728,549,241,47,185,10,5,5,7,25,23,11,0.438979963570128,0.0856102003642987,0.336976320582878,0.0182149362477231,0.00910746812386157,0.00910746812386157,0.0127504553734062,0.0455373406193078,0.0418943533697632,0.0200364298724954,2446,1209,163,524,60,32,28,40,41,387,22,0.494276369582993,0.0666394112837285,0.214227309893704,0.0245298446443173,0.0130825838103025,0.0114472608340147,0.0163532297628782,0.0167620605069501,0.158217497955846,0.00899427636958299,2995,1450,210,709,70,37,33,47,66,410,33,0.484140233722871,0.0701168614357262,0.236727879799666,0.0233722871452421,0.0123539232053422,0.0110183639398998,0.0156928213689482,0.0220367278797997,0.136894824707846,0.0110183639398998,497160,324980,25789,16898,5015,124478,0.653672861855338,0.0518726365757503,0.0339890578485799,0.0100872958403733,0.250378147879958,,,,,,,,,,,
2013,127158,"emily griffith technical college","CO","pub-lt-2yr",167,62,17,64,1,1,0,0,7,16,0,0.37125748502994,0.101796407185629,0.383233532934132,0.00598802395209581,0.00598802395209581,0,0,0.0419161676646707,0.0958083832335329,0,303,116,38,88,10,8,2,3,11,37,0,0.382838283828383,0.125412541254125,0.29042904290429,0.033003300330033,0.0264026402640264,0.0066006600660066,0.0099009900990099,0.0363036303630363,0.122112211221122,0,470,178,55,152,11,9,2,3,18,53,0,0.378723404255319,0.117021276595745,0.323404255319149,0.0234042553191489,0.0191489361702128,0.00425531914893617,0.00638297872340425,0.0382978723404255,0.112765957446809,0,475,202,36,141,20,20,0,2,23,51,0,0.425263157894737,0.0757894736842105,0.296842105263158,0.0421052631578947,0.0421052631578947,0,0.00421052631578947,0.0484210526315789,0.107368421052632,0,2122,1252,134,478,51,43,8,21,73,112,1,0.590009425070688,0.0631479736098021,0.225259189443921,0.0240339302544769,0.0202639019792648,0.00377002827521206,0.00989632422243167,0.0344015080113101,0.0527803958529689,0.000471253534401508,2597,1454,170,619,71,63,8,23,96,163,1,0.55987678090104,0.06546014632268,0.238351944551405,0.0273392375818252,0.0242587601078167,0.00308047747400847,0.00885637273777436,0.0369657296881017,0.0627647285329226,0.000385059684251059,501944,324942,26964,17456,5141,127441,0.647367036960298,0.0537191399837432,0.0347767878488437,0.0102421784103406,0.253894856796774,,,,,,,,,,,
